Time of Arrival,Delta Time of Arrival,Pulse Width,Power,Angle
84985,322,0.4,1.7,34
85100,115,0.4,1.7,34
85215,115,0.4,1.7,34
85330,115,0.4,1.7,34
85445,115,0.4,1.7,34
85560,115,0.4,1.7,34
85675,115,0.4,1.7,34
85790,115,0.4,1.7,34
85905,115,0.4,1.7,34
86020,115,0.4,1.7,34
86135,115,0.4,1.7,34
86250,115,0.4,1.7,34
86365,115,0.4,1.7,34
86480,115,0.4,1.7,34
86595,115,0.4,1.7,34
86710,115,0.4,1.7,34
86825,115,0.4,1.7,34
86940,115,0.4,1.7,34
87055,115,0.4,1.7,34
87170,115,0.4,1.7,34
87285,115,0.4,1.7,34
87400,115,0.4,1.7,34
87515,115,0.4,1.7,34
87630,115,0.4,1.7,34
87745,115,0.4,1.7,34
87860,115,0.4,1.7,34
87975,115,0.4,1.7,34
88090,115,0.4,1.7,34
88205,115,0.4,1.7,34
88320,115,0.4,1.7,34
88435,115,0.4,1.7,34
88504,69,0.4,1.7,34
88573,69,0.4,1.7,34
88642,69,0.4,1.7,34
88711,69,0.4,1.7,34
88780,69,0.4,1.7,34
88849,69,0.4,1.7,34
88918,69,0.4,1.7,34
88987,69,0.4,1.7,34
89056,69,0.4,1.7,34
89125,69,0.4,1.7,34
89194,69,0.4,1.7,34
89263,69,0.4,1.7,34
89332,69,0.4,1.7,34
89401,69,0.4,1.7,34
89470,69,0.4,1.7,34
89539,69,0.4,1.7,34
89608,69,0.4,1.7,34
89677,69,0.4,1.7,34
89746,69,0.4,1.7,34
89815,69,0.4,1.7,34
89884,69,0.4,1.7,34
89953,69,0.4,1.7,34
90022,69,0.4,1.7,34
90091,69,0.4,1.7,34
90160,69,0.4,1.7,34
90229,69,0.4,1.7,34
90298,69,0.4,1.7,34
90367,69,0.4,1.7,34
90436,69,0.4,1.7,34
90505,69,0.4,1.7,34
90666,161,0.4,1.7,34
90827,161,0.4,1.7,34
90988,161,0.4,1.7,34
91149,161,0.4,1.7,34
91310,161,0.4,1.7,34
91471,161,0.4,1.7,34
91632,161,0.4,1.7,34
91793,161,0.4,1.7,34
91954,161,0.4,1.7,34
92115,161,0.4,1.7,34
92276,161,0.4,1.7,34
92437,161,0.4,1.7,34
92598,161,0.4,1.7,34
92759,161,0.4,1.7,34
92920,161,0.4,1.7,34
93081,161,0.4,1.7,34
93242,161,0.4,1.7,34
93403,161,0.4,1.7,34
93564,161,0.4,1.7,34
93725,161,0.4,1.7,34
93886,161,0.4,1.7,34
94047,161,0.4,1.7,34
94208,161,0.4,1.7,34
94369,161,0.4,1.7,34
94530,161,0.4,1.7,34
94691,161,0.4,1.7,34
94852,161,0.4,1.7,34
95013,161,0.4,1.7,34
95174,161,0.4,1.7,34
95335,161,0.4,1.7,34
95381,46,0.4,1.7,34
95427,46,0.4,1.7,34
95473,46,0.4,1.7,34
95519,46,0.4,1.7,34
95565,46,0.4,1.7,34
95611,46,0.4,1.7,34
95657,46,0.4,1.7,34
95703,46,0.4,1.7,34
95749,46,0.4,1.7,34
95795,46,0.4,1.7,34
95841,46,0.4,1.7,34
95887,46,0.4,1.7,34
95933,46,0.4,1.7,34
95979,46,0.4,1.7,34
96025,46,0.4,1.7,34
96071,46,0.4,1.7,34
96117,46,0.4,1.7,34
96163,46,0.4,1.7,34
96209,46,0.4,1.7,34
96255,46,0.4,1.7,34
96301,46,0.4,1.7,34
96347,46,0.4,1.7,34
96393,46,0.4,1.7,34
96439,46,0.4,1.7,34
96485,46,0.4,1.7,34
96531,46,0.4,1.7,34
96577,46,0.4,1.7,34
96623,46,0.4,1.7,34
96669,46,0.4,1.7,34
96715,46,0.4,1.7,34
97037,322,0.4,1.7,34
97359,322,0.4,1.7,34
97681,322,0.4,1.7,34
98003,322,0.4,1.7,34
98325,322,0.4,1.7,34
98647,322,0.4,1.7,34
98969,322,0.4,1.7,34
99291,322,0.4,1.7,34
99613,322,0.4,1.7,34
99935,322,0.4,1.7,34
100257,322,0.4,1.7,34
100579,322,0.4,1.7,34
100901,322,0.4,1.7,34
101223,322,0.4,1.7,34
101545,322,0.4,1.7,34
101867,322,0.4,1.7,34
102189,322,0.4,1.7,34
102511,322,0.4,1.7,34
102833,322,0.4,1.7,34
103155,322,0.4,1.7,34
103477,322,0.4,1.7,34
103799,322,0.4,1.7,34
104121,322,0.4,1.7,34
104443,322,0.4,1.7,34
104765,322,0.4,1.7,34
105087,322,0.4,1.7,34
105409,322,0.4,1.7,34
105731,322,0.4,1.7,34
106053,322,0.4,1.7,34
106375,322,0.4,1.7,34
106490,115,0.4,1.7,34
106605,115,0.4,1.7,34
106720,115,0.4,1.7,34
106835,115,0.4,1.7,34
106950,115,0.4,1.7,34
107065,115,0.4,1.7,34
107180,115,0.4,1.7,34
107295,115,0.4,1.7,34
107410,115,0.4,1.7,34
107525,115,0.4,1.7,34
107640,115,0.4,1.7,34
107755,115,0.4,1.7,34
107870,115,0.4,1.7,34
107985,115,0.4,1.7,34
108100,115,0.4,1.7,34
108215,115,0.4,1.7,34
108330,115,0.4,1.7,34
108445,115,0.4,1.7,34
108560,115,0.4,1.7,34
108675,115,0.4,1.7,34
108790,115,0.4,1.7,34
108905,115,0.4,1.7,34
109020,115,0.4,1.7,34
109135,115,0.4,1.7,34
109250,115,0.4,1.7,34
109365,115,0.4,1.7,34
109480,115,0.4,1.7,34
109595,115,0.4,1.7,34
109710,115,0.4,1.7,34
109825,115,0.4,1.7,34
109894,69,0.4,1.7,34
109963,69,0.4,1.7,34
110032,69,0.4,1.7,34
110101,69,0.4,1.7,34
110170,69,0.4,1.7,34
110239,69,0.4,1.7,34
110308,69,0.4,1.7,34
110377,69,0.4,1.7,34
110446,69,0.4,1.7,34
110515,69,0.4,1.7,34
110584,69,0.4,1.7,34
110653,69,0.4,1.7,34
110722,69,0.4,1.7,34
110791,69,0.4,1.7,34
110860,69,0.4,1.7,34
110929,69,0.4,1.7,34
110998,69,0.4,1.7,34
111067,69,0.4,1.7,34
111136,69,0.4,1.7,34
111205,69,0.4,1.7,34
111274,69,0.4,1.7,34
111343,69,0.4,1.7,34
111412,69,0.4,1.7,34
111481,69,0.4,1.7,34
111550,69,0.4,1.7,34
111619,69,0.4,1.7,34
111688,69,0.4,1.7,34
111757,69,0.4,1.7,34
111826,69,0.4,1.7,34
111895,69,0.4,1.7,34
112056,161,0.4,1.7,34
112217,161,0.4,1.7,34
112378,161,0.4,1.7,34
112539,161,0.4,1.7,34
112700,161,0.4,1.7,34
112861,161,0.4,1.7,34
113022,161,0.4,1.7,34
113183,161,0.4,1.7,34
113344,161,0.4,1.7,34
113505,161,0.4,1.7,34
113666,161,0.4,1.7,34
113827,161,0.4,1.7,34
113988,161,0.4,1.7,34
114149,161,0.4,1.7,34
114310,161,0.4,1.7,34
114471,161,0.4,1.7,34
114632,161,0.4,1.7,34
114793,161,0.4,1.7,34
114954,161,0.4,1.7,34
115115,161,0.4,1.7,34
115276,161,0.4,1.7,34
115437,161,0.4,1.7,34
115598,161,0.4,1.7,34
115759,161,0.4,1.7,34
115920,161,0.4,1.7,34
116081,161,0.4,1.7,34
116242,161,0.4,1.7,34
116403,161,0.4,1.7,34
116564,161,0.4,1.7,34
116725,161,0.4,1.7,34
116771,46,0.4,1.7,34
116817,46,0.4,1.7,34
116863,46,0.4,1.7,34
116909,46,0.4,1.7,34
116955,46,0.4,1.7,34
117001,46,0.4,1.7,34
117047,46,0.4,1.7,34
117093,46,0.4,1.7,34
117139,46,0.4,1.7,34
117185,46,0.4,1.7,34
117231,46,0.4,1.7,34
117277,46,0.4,1.7,34
117323,46,0.4,1.7,34
117369,46,0.4,1.7,34
117415,46,0.4,1.7,34
117461,46,0.4,1.7,34
117507,46,0.4,1.7,34
117553,46,0.4,1.7,34
117599,46,0.4,1.7,34
117645,46,0.4,1.7,34
117691,46,0.4,1.7,34
117737,46,0.4,1.7,34
117783,46,0.4,1.7,34
117829,46,0.4,1.7,34
117875,46,0.4,1.7,34
117921,46,0.4,1.7,34
117967,46,0.4,1.7,34
118013,46,0.4,1.7,34
118059,46,0.4,1.7,34
118105,46,0.4,1.7,34
118427,322,0.4,1.7,34
118749,322,0.4,1.7,34
119071,322,0.4,1.7,34
119393,322,0.4,1.7,34
119715,322,0.4,1.7,34
120037,322,0.4,1.7,34
120359,322,0.4,1.7,34
120681,322,0.4,1.7,34
121003,322,0.4,1.7,34
121325,322,0.4,1.7,34
121647,322,0.4,1.7,34
121969,322,0.4,1.7,34
122291,322,0.4,1.7,34
122613,322,0.4,1.7,34
122935,322,0.4,1.7,34
123257,322,0.4,1.7,34
123579,322,0.4,1.7,34
123901,322,0.4,1.7,34
124223,322,0.4,1.7,34
124545,322,0.4,1.7,34
124867,322,0.4,1.7,34
125189,322,0.4,1.7,34
125511,322,0.4,1.7,34
125833,322,0.4,1.7,34
126155,322,0.4,1.7,34
126477,322,0.4,1.7,34
126799,322,0.4,1.7,34
127121,322,0.4,1.7,34
127443,322,0.4,1.7,34
127765,322,0.4,1.7,34
127880,115,0.4,1.7,34
127995,115,0.4,1.7,34
128110,115,0.4,1.7,34
128225,115,0.4,1.7,34
128340,115,0.4,1.7,34
128455,115,0.4,1.7,34
128570,115,0.4,1.7,34
128685,115,0.4,1.7,34
128800,115,0.4,1.7,34
128915,115,0.4,1.7,34
129030,115,0.4,1.7,34
129145,115,0.4,1.7,34
129260,115,0.4,1.7,34
129375,115,0.4,1.7,34
129490,115,0.4,1.7,34
129605,115,0.4,1.7,34
129720,115,0.4,1.7,34
129835,115,0.4,1.7,34
129950,115,0.4,1.7,34
130065,115,0.4,1.7,34
130180,115,0.4,1.7,34
130295,115,0.4,1.7,34
130410,115,0.4,1.7,34
130525,115,0.4,1.7,34
130640,115,0.4,1.7,34
130755,115,0.4,1.7,34
130870,115,0.4,1.7,34
130985,115,0.4,1.7,34
131100,115,0.4,1.7,34
131215,115,0.4,1.7,34
131284,69,0.4,1.7,34
131353,69,0.4,1.7,34
131422,69,0.4,1.7,34
131491,69,0.4,1.7,34
131560,69,0.4,1.7,34
131629,69,0.4,1.7,34
131698,69,0.4,1.7,34
131767,69,0.4,1.7,34
131836,69,0.4,1.7,34
131905,69,0.4,1.7,34
131974,69,0.4,1.7,34
132043,69,0.4,1.7,34
132112,69,0.4,1.7,34
132181,69,0.4,1.7,34
132250,69,0.4,1.7,34
132319,69,0.4,1.7,34
132388,69,0.4,1.7,34
132457,69,0.4,1.7,34
132526,69,0.4,1.7,34
132595,69,0.4,1.7,34
132664,69,0.4,1.7,34
132733,69,0.4,1.7,34
132802,69,0.4,1.7,34
132871,69,0.4,1.7,34
132940,69,0.4,1.7,34
133009,69,0.4,1.7,34
133078,69,0.4,1.7,34
133147,69,0.4,1.7,34
133216,69,0.4,1.7,34
133285,69,0.4,1.7,34
133446,161,0.4,1.7,34
133607,161,0.4,1.7,34
133768,161,0.4,1.7,34
133929,161,0.4,1.7,34
134090,161,0.4,1.7,34
134251,161,0.4,1.7,34
134412,161,0.4,1.7,34
134573,161,0.4,1.7,34
134734,161,0.4,1.7,34
134895,161,0.4,1.7,34
135056,161,0.4,1.7,34
135217,161,0.4,1.7,34
135378,161,0.4,1.7,34
135539,161,0.4,1.7,34
135700,161,0.4,1.7,34
135861,161,0.4,1.7,34
136022,161,0.4,1.7,34
136183,161,0.4,1.7,34
136344,161,0.4,1.7,34
136505,161,0.4,1.7,34
136666,161,0.4,1.7,34
136827,161,0.4,1.7,34
136988,161,0.4,1.7,34
137149,161,0.4,1.7,34
137310,161,0.4,1.7,34
137471,161,0.4,1.7,34
137632,161,0.4,1.7,34
137793,161,0.4,1.7,34
137954,161,0.4,1.7,34
138115,161,0.4,1.7,34
138161,46,0.4,1.7,34
138207,46,0.4,1.7,34
138253,46,0.4,1.7,34
138299,46,0.4,1.7,34
138345,46,0.4,1.7,34
138391,46,0.4,1.7,34
138437,46,0.4,1.7,34
138483,46,0.4,1.7,34
138529,46,0.4,1.7,34
138575,46,0.4,1.7,34
138621,46,0.4,1.7,34
138667,46,0.4,1.7,34
138713,46,0.4,1.7,34
138759,46,0.4,1.7,34
138805,46,0.4,1.7,34
138851,46,0.4,1.7,34
138897,46,0.4,1.7,34
138943,46,0.4,1.7,34
138989,46,0.4,1.7,34
139035,46,0.4,1.7,34
139081,46,0.4,1.7,34
139127,46,0.4,1.7,34
139173,46,0.4,1.7,34
139219,46,0.4,1.7,34
139265,46,0.4,1.7,34
139311,46,0.4,1.7,34
139357,46,0.4,1.7,34
139403,46,0.4,1.7,34
139449,46,0.4,1.7,34
139495,46,0.4,1.7,34
139817,322,0.4,1.7,34
140139,322,0.4,1.7,34
140461,322,0.4,1.7,34
140783,322,0.4,1.7,34
141105,322,0.4,1.7,34
141427,322,0.4,1.7,34
141749,322,0.4,1.7,34
142071,322,0.4,1.7,34
142393,322,0.4,1.7,34
BUFFER 15,1015,1024,0,1
322,0,0.4,1.7,34
644,322,0.4,1.7,34
966,322,0.4,1.7,34
1288,322,0.4,1.7,34
1610,322,0.4,1.7,34
1932,322,0.4,1.7,34
2254,322,0.4,1.7,34
2576,322,0.4,1.7,34
2898,322,0.4,1.7,34
3220,322,0.4,1.7,34
3542,322,0.4,1.7,34
3864,322,0.4,1.7,34
4186,322,0.4,1.7,34
4508,322,0.4,1.7,34
4830,322,0.4,1.7,34
5152,322,0.4,1.7,34
5474,322,0.4,1.7,34
5796,322,0.4,1.7,34
6118,322,0.4,1.7,34
6440,322,0.4,1.7,34
6555,115,0.4,1.7,34
6670,115,0.4,1.7,34
6785,115,0.4,1.7,34
6900,115,0.4,1.7,34
7015,115,0.4,1.7,34
7130,115,0.4,1.7,34
7245,115,0.4,1.7,34
7360,115,0.4,1.7,34
7475,115,0.4,1.7,34
7590,115,0.4,1.7,34
7705,115,0.4,1.7,34
7820,115,0.4,1.7,34
7935,115,0.4,1.7,34
8050,115,0.4,1.7,34
8165,115,0.4,1.7,34
8280,115,0.4,1.7,34
8395,115,0.4,1.7,34
8510,115,0.4,1.7,34
8625,115,0.4,1.7,34
8740,115,0.4,1.7,34
8855,115,0.4,1.7,34
8970,115,0.4,1.7,34
9085,115,0.4,1.7,34
9200,115,0.4,1.7,34
9315,115,0.4,1.7,34
9430,115,0.4,1.7,34
9545,115,0.4,1.7,34
9660,115,0.4,1.7,34
9775,115,0.4,1.7,34
9890,115,0.4,1.7,34
9959,69,0.4,1.7,34
10028,69,0.4,1.7,34
10097,69,0.4,1.7,34
10166,69,0.4,1.7,34
10235,69,0.4,1.7,34
10304,69,0.4,1.7,34
10373,69,0.4,1.7,34
10442,69,0.4,1.7,34
10511,69,0.4,1.7,34
10580,69,0.4,1.7,34
10649,69,0.4,1.7,34
10718,69,0.4,1.7,34
10787,69,0.4,1.7,34
10856,69,0.4,1.7,34
10925,69,0.4,1.7,34
10994,69,0.4,1.7,34
11063,69,0.4,1.7,34
11132,69,0.4,1.7,34
11201,69,0.4,1.7,34
11270,69,0.4,1.7,34
11339,69,0.4,1.7,34
11408,69,0.4,1.7,34
11477,69,0.4,1.7,34
11546,69,0.4,1.7,34
11615,69,0.4,1.7,34
11684,69,0.4,1.7,34
11753,69,0.4,1.7,34
11822,69,0.4,1.7,34
11891,69,0.4,1.7,34
11960,69,0.4,1.7,34
12121,161,0.4,1.7,34
12282,161,0.4,1.7,34
12443,161,0.4,1.7,34
12604,161,0.4,1.7,34
12765,161,0.4,1.7,34
12926,161,0.4,1.7,34
13087,161,0.4,1.7,34
13248,161,0.4,1.7,34
13409,161,0.4,1.7,34
13570,161,0.4,1.7,34
13731,161,0.4,1.7,34
13892,161,0.4,1.7,34
14053,161,0.4,1.7,34
14214,161,0.4,1.7,34
14375,161,0.4,1.7,34
14536,161,0.4,1.7,34
14697,161,0.4,1.7,34
14858,161,0.4,1.7,34
15019,161,0.4,1.7,34
15180,161,0.4,1.7,34
15341,161,0.4,1.7,34
15502,161,0.4,1.7,34
15663,161,0.4,1.7,34
15824,161,0.4,1.7,34
15985,161,0.4,1.7,34
16146,161,0.4,1.7,34
16307,161,0.4,1.7,34
16468,161,0.4,1.7,34
16629,161,0.4,1.7,34
16790,161,0.4,1.7,34
16836,46,0.4,1.7,34
16882,46,0.4,1.7,34
16928,46,0.4,1.7,34
16974,46,0.4,1.7,34
17020,46,0.4,1.7,34
17066,46,0.4,1.7,34
17112,46,0.4,1.7,34
17158,46,0.4,1.7,34
17204,46,0.4,1.7,34
17250,46,0.4,1.7,34
17296,46,0.4,1.7,34
17342,46,0.4,1.7,34
17388,46,0.4,1.7,34
17434,46,0.4,1.7,34
17480,46,0.4,1.7,34
17526,46,0.4,1.7,34
17572,46,0.4,1.7,34
17618,46,0.4,1.7,34
17664,46,0.4,1.7,34
17710,46,0.4,1.7,34
17756,46,0.4,1.7,34
17802,46,0.4,1.7,34
17848,46,0.4,1.7,34
17894,46,0.4,1.7,34
17940,46,0.4,1.7,34
17986,46,0.4,1.7,34
18032,46,0.4,1.7,34
18078,46,0.4,1.7,34
18124,46,0.4,1.7,34
18170,46,0.4,1.7,34
18492,322,0.4,1.7,34
18814,322,0.4,1.7,34
19136,322,0.4,1.7,34
19458,322,0.4,1.7,34
19780,322,0.4,1.7,34
20102,322,0.4,1.7,34
20424,322,0.4,1.7,34
20746,322,0.4,1.7,34
21068,322,0.4,1.7,34
21390,322,0.4,1.7,34
21712,322,0.4,1.7,34
22034,322,0.4,1.7,34
22356,322,0.4,1.7,34
22678,322,0.4,1.7,34
23000,322,0.4,1.7,34
23322,322,0.4,1.7,34
23644,322,0.4,1.7,34
23966,322,0.4,1.7,34
24288,322,0.4,1.7,34
24610,322,0.4,1.7,34
24932,322,0.4,1.7,34
25254,322,0.4,1.7,34
25576,322,0.4,1.7,34
25898,322,0.4,1.7,34
26220,322,0.4,1.7,34
26542,322,0.4,1.7,34
26864,322,0.4,1.7,34
27186,322,0.4,1.7,34
27508,322,0.4,1.7,34
27830,322,0.4,1.7,34
27945,115,0.4,1.7,34
28060,115,0.4,1.7,34
28175,115,0.4,1.7,34
28290,115,0.4,1.7,34
28405,115,0.4,1.7,34
28520,115,0.4,1.7,34
28635,115,0.4,1.7,34
28750,115,0.4,1.7,34
28865,115,0.4,1.7,34
28980,115,0.4,1.7,34
29095,115,0.4,1.7,34
29210,115,0.4,1.7,34
29325,115,0.4,1.7,34
29440,115,0.4,1.7,34
29555,115,0.4,1.7,34
29670,115,0.4,1.7,34
29785,115,0.4,1.7,34
29900,115,0.4,1.7,34
30015,115,0.4,1.7,34
30130,115,0.4,1.7,34
30245,115,0.4,1.7,34
30360,115,0.4,1.7,34
30475,115,0.4,1.7,34
30590,115,0.4,1.7,34
30705,115,0.4,1.7,34
30820,115,0.4,1.7,34
30935,115,0.4,1.7,34
31050,115,0.4,1.7,34
31165,115,0.4,1.7,34
31280,115,0.4,1.7,34
31349,69,0.4,1.7,34
31418,69,0.4,1.7,34
31487,69,0.4,1.7,34
31556,69,0.4,1.7,34
31625,69,0.4,1.7,34
31694,69,0.4,1.7,34
31763,69,0.4,1.7,34
31832,69,0.4,1.7,34
31901,69,0.4,1.7,34
31970,69,0.4,1.7,34
32039,69,0.4,1.7,34
32108,69,0.4,1.7,34
32177,69,0.4,1.7,34
32246,69,0.4,1.7,34
32315,69,0.4,1.7,34
32384,69,0.4,1.7,34
32453,69,0.4,1.7,34
32522,69,0.4,1.7,34
32591,69,0.4,1.7,34
32660,69,0.4,1.7,34
32729,69,0.4,1.7,34
32798,69,0.4,1.7,34
32867,69,0.4,1.7,34
32936,69,0.4,1.7,34
33005,69,0.4,1.7,34
33074,69,0.4,1.7,34
33143,69,0.4,1.7,34
33212,69,0.4,1.7,34
33281,69,0.4,1.7,34
33350,69,0.4,1.7,34
33511,161,0.4,1.7,34
33672,161,0.4,1.7,34
33833,161,0.4,1.7,34
33994,161,0.4,1.7,34
34155,161,0.4,1.7,34
34316,161,0.4,1.7,34
34477,161,0.4,1.7,34
34638,161,0.4,1.7,34
34799,161,0.4,1.7,34
34960,161,0.4,1.7,34
35121,161,0.4,1.7,34
35282,161,0.4,1.7,34
35443,161,0.4,1.7,34
35604,161,0.4,1.7,34
35765,161,0.4,1.7,34
35926,161,0.4,1.7,34
36087,161,0.4,1.7,34
36248,161,0.4,1.7,34
36409,161,0.4,1.7,34
36570,161,0.4,1.7,34
36731,161,0.4,1.7,34
36892,161,0.4,1.7,34
37053,161,0.4,1.7,34
37214,161,0.4,1.7,34
37375,161,0.4,1.7,34
37536,161,0.4,1.7,34
37697,161,0.4,1.7,34
37858,161,0.4,1.7,34
38019,161,0.4,1.7,34
38180,161,0.4,1.7,34
38226,46,0.4,1.7,34
38272,46,0.4,1.7,34
38318,46,0.4,1.7,34
38364,46,0.4,1.7,34
38410,46,0.4,1.7,34
38456,46,0.4,1.7,34
38502,46,0.4,1.7,34
38548,46,0.4,1.7,34
38594,46,0.4,1.7,34
38640,46,0.4,1.7,34
38686,46,0.4,1.7,34
38732,46,0.4,1.7,34
38778,46,0.4,1.7,34
38824,46,0.4,1.7,34
38870,46,0.4,1.7,34
38916,46,0.4,1.7,34
38962,46,0.4,1.7,34
39008,46,0.4,1.7,34
39054,46,0.4,1.7,34
39100,46,0.4,1.7,34
39146,46,0.4,1.7,34
39192,46,0.4,1.7,34
39238,46,0.4,1.7,34
39284,46,0.4,1.7,34
39330,46,0.4,1.7,34
39376,46,0.4,1.7,34
39422,46,0.4,1.7,34
39468,46,0.4,1.7,34
39514,46,0.4,1.7,34
39560,46,0.4,1.7,34
39882,322,0.4,1.7,34
40204,322,0.4,1.7,34
40526,322,0.4,1.7,34
40848,322,0.4,1.7,34
41170,322,0.4,1.7,34
41492,322,0.4,1.7,34
41814,322,0.4,1.7,34
42136,322,0.4,1.7,34
42458,322,0.4,1.7,34
42780,322,0.4,1.7,34
43102,322,0.4,1.7,34
43424,322,0.4,1.7,34
43746,322,0.4,1.7,34
44068,322,0.4,1.7,34
44390,322,0.4,1.7,34
44712,322,0.4,1.7,34
45034,322,0.4,1.7,34
45356,322,0.4,1.7,34
45678,322,0.4,1.7,34
46000,322,0.4,1.7,34
46322,322,0.4,1.7,34
46644,322,0.4,1.7,34
46966,322,0.4,1.7,34
47288,322,0.4,1.7,34
47610,322,0.4,1.7,34
47932,322,0.4,1.7,34
48254,322,0.4,1.7,34
48576,322,0.4,1.7,34
48898,322,0.4,1.7,34
49220,322,0.4,1.7,34
49335,115,0.4,1.7,34
49450,115,0.4,1.7,34
49565,115,0.4,1.7,34
49680,115,0.4,1.7,34
49795,115,0.4,1.7,34
49910,115,0.4,1.7,34
50025,115,0.4,1.7,34
50140,115,0.4,1.7,34
50255,115,0.4,1.7,34
50370,115,0.4,1.7,34
50485,115,0.4,1.7,34
50600,115,0.4,1.7,34
50715,115,0.4,1.7,34
50830,115,0.4,1.7,34
50945,115,0.4,1.7,34
51060,115,0.4,1.7,34
51175,115,0.4,1.7,34
51290,115,0.4,1.7,34
51405,115,0.4,1.7,34
51520,115,0.4,1.7,34
51635,115,0.4,1.7,34
51750,115,0.4,1.7,34
51865,115,0.4,1.7,34
51980,115,0.4,1.7,34
52095,115,0.4,1.7,34
52210,115,0.4,1.7,34
52325,115,0.4,1.7,34
52440,115,0.4,1.7,34
52555,115,0.4,1.7,34
52670,115,0.4,1.7,34
52739,69,0.4,1.7,34
52808,69,0.4,1.7,34
52877,69,0.4,1.7,34
52946,69,0.4,1.7,34
53015,69,0.4,1.7,34
53084,69,0.4,1.7,34
53153,69,0.4,1.7,34
53222,69,0.4,1.7,34
53291,69,0.4,1.7,34
53360,69,0.4,1.7,34
53429,69,0.4,1.7,34
53498,69,0.4,1.7,34
53567,69,0.4,1.7,34
53636,69,0.4,1.7,34
53705,69,0.4,1.7,34
53774,69,0.4,1.7,34
53843,69,0.4,1.7,34
53912,69,0.4,1.7,34
53981,69,0.4,1.7,34
54050,69,0.4,1.7,34
54119,69,0.4,1.7,34
54188,69,0.4,1.7,34
54257,69,0.4,1.7,34
54326,69,0.4,1.7,34
54395,69,0.4,1.7,34
54464,69,0.4,1.7,34
54533,69,0.4,1.7,34
54602,69,0.4,1.7,34
54671,69,0.4,1.7,34
54740,69,0.4,1.7,34
54901,161,0.4,1.7,34
55062,161,0.4,1.7,34
55223,161,0.4,1.7,34
55384,161,0.4,1.7,34
55545,161,0.4,1.7,34
55706,161,0.4,1.7,34
55867,161,0.4,1.7,34
56028,161,0.4,1.7,34
56189,161,0.4,1.7,34
56350,161,0.4,1.7,34
56511,161,0.4,1.7,34
56672,161,0.4,1.7,34
56833,161,0.4,1.7,34
56994,161,0.4,1.7,34
57155,161,0.4,1.7,34
57316,161,0.4,1.7,34
57477,161,0.4,1.7,34
57638,161,0.4,1.7,34
57799,161,0.4,1.7,34
57960,161,0.4,1.7,34
58121,161,0.4,1.7,34
58282,161,0.4,1.7,34
58443,161,0.4,1.7,34
58604,161,0.4,1.7,34
58765,161,0.4,1.7,34
58926,161,0.4,1.7,34
59087,161,0.4,1.7,34
59248,161,0.4,1.7,34
59409,161,0.4,1.7,34
59570,161,0.4,1.7,34
59616,46,0.4,1.7,34
59662,46,0.4,1.7,34
59708,46,0.4,1.7,34
59754,46,0.4,1.7,34
59800,46,0.4,1.7,34
59846,46,0.4,1.7,34
59892,46,0.4,1.7,34
59938,46,0.4,1.7,34
59984,46,0.4,1.7,34
60030,46,0.4,1.7,34
60076,46,0.4,1.7,34
60122,46,0.4,1.7,34
60168,46,0.4,1.7,34
60214,46,0.4,1.7,34
60260,46,0.4,1.7,34
60306,46,0.4,1.7,34
60352,46,0.4,1.7,34
60398,46,0.4,1.7,34
60444,46,0.4,1.7,34
60490,46,0.4,1.7,34
60536,46,0.4,1.7,34
60582,46,0.4,1.7,34
60628,46,0.4,1.7,34
60674,46,0.4,1.7,34
60720,46,0.4,1.7,34
60766,46,0.4,1.7,34
60812,46,0.4,1.7,34
60858,46,0.4,1.7,34
60904,46,0.4,1.7,34
60950,46,0.4,1.7,34
61272,322,0.4,1.7,34
61594,322,0.4,1.7,34
61916,322,0.4,1.7,34
62238,322,0.4,1.7,34
62560,322,0.4,1.7,34
62882,322,0.4,1.7,34
63204,322,0.4,1.7,34
63526,322,0.4,1.7,34
63848,322,0.4,1.7,34
64170,322,0.4,1.7,34
64492,322,0.4,1.7,34
64814,322,0.4,1.7,34
65136,322,0.4,1.7,34
65458,322,0.4,1.7,34
65780,322,0.4,1.7,34
66102,322,0.4,1.7,34
66424,322,0.4,1.7,34
66746,322,0.4,1.7,34
67068,322,0.4,1.7,34
67390,322,0.4,1.7,34
67712,322,0.4,1.7,34
68034,322,0.4,1.7,34
68356,322,0.4,1.7,34
68678,322,0.4,1.7,34
69000,322,0.4,1.7,34
69322,322,0.4,1.7,34
69644,322,0.4,1.7,34
69966,322,0.4,1.7,34
70288,322,0.4,1.7,34
70610,322,0.4,1.7,34
70725,115,0.4,1.7,34
70840,115,0.4,1.7,34
70955,115,0.4,1.7,34
71070,115,0.4,1.7,34
71185,115,0.4,1.7,34
71300,115,0.4,1.7,34
71415,115,0.4,1.7,34
71530,115,0.4,1.7,34
71645,115,0.4,1.7,34
71760,115,0.4,1.7,34
71875,115,0.4,1.7,34
71990,115,0.4,1.7,34
72105,115,0.4,1.7,34
72220,115,0.4,1.7,34
72335,115,0.4,1.7,34
72450,115,0.4,1.7,34
72565,115,0.4,1.7,34
72680,115,0.4,1.7,34
72795,115,0.4,1.7,34
72910,115,0.4,1.7,34
73025,115,0.4,1.7,34
73140,115,0.4,1.7,34
73255,115,0.4,1.7,34
73370,115,0.4,1.7,34
73485,115,0.4,1.7,34
73600,115,0.4,1.7,34
73715,115,0.4,1.7,34
73830,115,0.4,1.7,34
73945,115,0.4,1.7,34
74060,115,0.4,1.7,34
