Time of Arrival,Delta Time of Arrival,Pulse Width,Power,Angle
120520,230,0.6,2.3,46
121210,690,0.6,2.3,46
121440,230,0.6,2.3,46
122130,690,0.6,2.3,46
122360,230,0.6,2.3,46
123050,690,0.6,2.3,46
123280,230,0.6,2.3,46
123970,690,0.6,2.3,46
124200,230,0.6,2.3,46
124890,690,0.6,2.3,46
125120,230,0.6,2.3,46
125810,690,0.6,2.3,46
126040,230,0.6,2.3,46
126730,690,0.6,2.3,46
126960,230,0.6,2.3,46
127650,690,0.6,2.3,46
127880,230,0.6,2.3,46
128570,690,0.6,2.3,46
128800,230,0.6,2.3,46
129490,690,0.6,2.3,46
129720,230,0.6,2.3,46
130410,690,0.6,2.3,46
130640,230,0.6,2.3,46
131330,690,0.6,2.3,46
131560,230,0.6,2.3,46
132250,690,0.6,2.3,46
132480,230,0.6,2.3,46
133170,690,0.6,2.3,46
133400,230,0.6,2.3,46
134090,690,0.6,2.3,46
134320,230,0.6,2.3,46
135010,690,0.6,2.3,46
135240,230,0.6,2.3,46
135930,690,0.6,2.3,46
136160,230,0.6,2.3,46
136850,690,0.6,2.3,46
137080,230,0.6,2.3,46
137770,690,0.6,2.3,46
138000,230,0.6,2.3,46
138690,690,0.6,2.3,46
138920,230,0.6,2.3,46
139610,690,0.6,2.3,46
139840,230,0.6,2.3,46
140530,690,0.6,2.3,46
140760,230,0.6,2.3,46
141450,690,0.6,2.3,46
141680,230,0.6,2.3,46
142370,690,0.6,2.3,46
142600,230,0.6,2.3,46
143290,690,0.6,2.3,46
143520,230,0.6,2.3,46
144210,690,0.6,2.3,46
144440,230,0.6,2.3,46
145130,690,0.6,2.3,46
145360,230,0.6,2.3,46
146050,690,0.6,2.3,46
146280,230,0.6,2.3,46
146970,690,0.6,2.3,46
147200,230,0.6,2.3,46
147890,690,0.6,2.3,46
148120,230,0.6,2.3,46
148810,690,0.6,2.3,46
149040,230,0.6,2.3,46
149730,690,0.6,2.3,46
149960,230,0.6,2.3,46
150650,690,0.6,2.3,46
150880,230,0.6,2.3,46
151570,690,0.6,2.3,46
151800,230,0.6,2.3,46
152490,690,0.6,2.3,46
152720,230,0.6,2.3,46
153410,690,0.6,2.3,46
153640,230,0.6,2.3,46
154330,690,0.6,2.3,46
154560,230,0.6,2.3,46
155250,690,0.6,2.3,46
155480,230,0.6,2.3,46
156170,690,0.6,2.3,46
156400,230,0.6,2.3,46
157090,690,0.6,2.3,46
157320,230,0.6,2.3,46
158010,690,0.6,2.3,46
158240,230,0.6,2.3,46
158930,690,0.6,2.3,46
159160,230,0.6,2.3,46
159850,690,0.6,2.3,46
160080,230,0.6,2.3,46
160770,690,0.6,2.3,46
161000,230,0.6,2.3,46
161690,690,0.6,2.3,46
161920,230,0.6,2.3,46
162610,690,0.6,2.3,46
162840,230,0.6,2.3,46
163530,690,0.6,2.3,46
163760,230,0.6,2.3,46
164450,690,0.6,2.3,46
164680,230,0.6,2.3,46
165370,690,0.6,2.3,46
165600,230,0.6,2.3,46
166290,690,0.6,2.3,46
166520,230,0.6,2.3,46
167210,690,0.6,2.3,46
167440,230,0.6,2.3,46
168130,690,0.6,2.3,46
168360,230,0.6,2.3,46
169050,690,0.6,2.3,46
169280,230,0.6,2.3,46
169970,690,0.6,2.3,46
170200,230,0.6,2.3,46
170890,690,0.6,2.3,46
171120,230,0.6,2.3,46
171810,690,0.6,2.3,46
172040,230,0.6,2.3,46
172730,690,0.6,2.3,46
172960,230,0.6,2.3,46
173650,690,0.6,2.3,46
173880,230,0.6,2.3,46
174570,690,0.6,2.3,46
174800,230,0.6,2.3,46
175490,690,0.6,2.3,46
175720,230,0.6,2.3,46
176410,690,0.6,2.3,46
176640,230,0.6,2.3,46
177330,690,0.6,2.3,46
177560,230,0.6,2.3,46
178250,690,0.6,2.3,46
178480,230,0.6,2.3,46
179170,690,0.6,2.3,46
179400,230,0.6,2.3,46
180090,690,0.6,2.3,46
180320,230,0.6,2.3,46
181010,690,0.6,2.3,46
181240,230,0.6,2.3,46
181930,690,0.6,2.3,46
182160,230,0.6,2.3,46
182850,690,0.6,2.3,46
183080,230,0.6,2.3,46
183770,690,0.6,2.3,46
184000,230,0.6,2.3,46
184690,690,0.6,2.3,46
184920,230,0.6,2.3,46
185610,690,0.6,2.3,46
185840,230,0.6,2.3,46
186530,690,0.6,2.3,46
186760,230,0.6,2.3,46
187450,690,0.6,2.3,46
187680,230,0.6,2.3,46
188370,690,0.6,2.3,46
188600,230,0.6,2.3,46
189290,690,0.6,2.3,46
189520,230,0.6,2.3,46
190210,690,0.6,2.3,46
190440,230,0.6,2.3,46
191130,690,0.6,2.3,46
191360,230,0.6,2.3,46
192050,690,0.6,2.3,46
192280,230,0.6,2.3,46
192970,690,0.6,2.3,46
193200,230,0.6,2.3,46
193890,690,0.6,2.3,46
194120,230,0.6,2.3,46
194810,690,0.6,2.3,46
195040,230,0.6,2.3,46
195730,690,0.6,2.3,46
195960,230,0.6,2.3,46
196650,690,0.6,2.3,46
196880,230,0.6,2.3,46
197570,690,0.6,2.3,46
197800,230,0.6,2.3,46
198490,690,0.6,2.3,46
198720,230,0.6,2.3,46
199410,690,0.6,2.3,46
199640,230,0.6,2.3,46
200330,690,0.6,2.3,46
200560,230,0.6,2.3,46
201250,690,0.6,2.3,46
201480,230,0.6,2.3,46
202170,690,0.6,2.3,46
202400,230,0.6,2.3,46
203090,690,0.6,2.3,46
203320,230,0.6,2.3,46
204010,690,0.6,2.3,46
204240,230,0.6,2.3,46
204930,690,0.6,2.3,46
205160,230,0.6,2.3,46
205850,690,0.6,2.3,46
206080,230,0.6,2.3,46
206770,690,0.6,2.3,46
207000,230,0.6,2.3,46
207690,690,0.6,2.3,46
207920,230,0.6,2.3,46
208610,690,0.6,2.3,46
208840,230,0.6,2.3,46
209530,690,0.6,2.3,46
209760,230,0.6,2.3,46
210450,690,0.6,2.3,46
210680,230,0.6,2.3,46
211370,690,0.6,2.3,46
211600,230,0.6,2.3,46
212290,690,0.6,2.3,46
212520,230,0.6,2.3,46
213210,690,0.6,2.3,46
213440,230,0.6,2.3,46
214130,690,0.6,2.3,46
214360,230,0.6,2.3,46
215050,690,0.6,2.3,46
215280,230,0.6,2.3,46
215970,690,0.6,2.3,46
216200,230,0.6,2.3,46
216890,690,0.6,2.3,46
217120,230,0.6,2.3,46
217810,690,0.6,2.3,46
218040,230,0.6,2.3,46
218730,690,0.6,2.3,46
218960,230,0.6,2.3,46
219650,690,0.6,2.3,46
219880,230,0.6,2.3,46
220570,690,0.6,2.3,46
220800,230,0.6,2.3,46
221490,690,0.6,2.3,46
221720,230,0.6,2.3,46
222410,690,0.6,2.3,46
222640,230,0.6,2.3,46
223330,690,0.6,2.3,46
223560,230,0.6,2.3,46
224250,690,0.6,2.3,46
224480,230,0.6,2.3,46
225170,690,0.6,2.3,46
225400,230,0.6,2.3,46
226090,690,0.6,2.3,46
226320,230,0.6,2.3,46
227010,690,0.6,2.3,46
227240,230,0.6,2.3,46
227930,690,0.6,2.3,46
228160,230,0.6,2.3,46
228850,690,0.6,2.3,46
229080,230,0.6,2.3,46
229770,690,0.6,2.3,46
230000,230,0.6,2.3,46
230690,690,0.6,2.3,46
230920,230,0.6,2.3,46
231610,690,0.6,2.3,46
231840,230,0.6,2.3,46
232530,690,0.6,2.3,46
232760,230,0.6,2.3,46
233450,690,0.6,2.3,46
233680,230,0.6,2.3,46
234370,690,0.6,2.3,46
234600,230,0.6,2.3,46
235290,690,0.6,2.3,46
235520,230,0.6,2.3,46
236210,690,0.6,2.3,46
236440,230,0.6,2.3,46
237130,690,0.6,2.3,46
237360,230,0.6,2.3,46
238050,690,0.6,2.3,46
238280,230,0.6,2.3,46
238970,690,0.6,2.3,46
239200,230,0.6,2.3,46
239890,690,0.6,2.3,46
240120,230,0.6,2.3,46
240810,690,0.6,2.3,46
241040,230,0.6,2.3,46
241730,690,0.6,2.3,46
241960,230,0.6,2.3,46
242650,690,0.6,2.3,46
242880,230,0.6,2.3,46
243570,690,0.6,2.3,46
243800,230,0.6,2.3,46
244490,690,0.6,2.3,46
244720,230,0.6,2.3,46
245410,690,0.6,2.3,46
245640,230,0.6,2.3,46
246330,690,0.6,2.3,46
246560,230,0.6,2.3,46
247250,690,0.6,2.3,46
247480,230,0.6,2.3,46
248170,690,0.6,2.3,46
248400,230,0.6,2.3,46
249090,690,0.6,2.3,46
249320,230,0.6,2.3,46
250010,690,0.6,2.3,46
250240,230,0.6,2.3,46
250930,690,0.6,2.3,46
251160,230,0.6,2.3,46
251850,690,0.6,2.3,46
252080,230,0.6,2.3,46
252770,690,0.6,2.3,46
253000,230,0.6,2.3,46
253690,690,0.6,2.3,46
253920,230,0.6,2.3,46
254610,690,0.6,2.3,46
254840,230,0.6,2.3,46
255530,690,0.6,2.3,46
255760,230,0.6,2.3,46
256450,690,0.6,2.3,46
256680,230,0.6,2.3,46
257370,690,0.6,2.3,46
257600,230,0.6,2.3,46
258290,690,0.6,2.3,46
258520,230,0.6,2.3,46
259210,690,0.6,2.3,46
259440,230,0.6,2.3,46
260130,690,0.6,2.3,46
260360,230,0.6,2.3,46
261050,690,0.6,2.3,46
261280,230,0.6,2.3,46
261970,690,0.6,2.3,46
262200,230,0.6,2.3,46
262890,690,0.6,2.3,46
263120,230,0.6,2.3,46
263810,690,0.6,2.3,46
264040,230,0.6,2.3,46
264730,690,0.6,2.3,46
264960,230,0.6,2.3,46
265650,690,0.6,2.3,46
265880,230,0.6,2.3,46
266570,690,0.6,2.3,46
266800,230,0.6,2.3,46
267490,690,0.6,2.3,46
267720,230,0.6,2.3,46
268410,690,0.6,2.3,46
268640,230,0.6,2.3,46
269330,690,0.6,2.3,46
269560,230,0.6,2.3,46
270250,690,0.6,2.3,46
270480,230,0.6,2.3,46
271170,690,0.6,2.3,46
271400,230,0.6,2.3,46
272090,690,0.6,2.3,46
272320,230,0.6,2.3,46
273010,690,0.6,2.3,46
273240,230,0.6,2.3,46
273930,690,0.6,2.3,46
274160,230,0.6,2.3,46
274850,690,0.6,2.3,46
275080,230,0.6,2.3,46
275770,690,0.6,2.3,46
276000,230,0.6,2.3,46
276690,690,0.6,2.3,46
276920,230,0.6,2.3,46
277610,690,0.6,2.3,46
277840,230,0.6,2.3,46
278530,690,0.6,2.3,46
278760,230,0.6,2.3,46
279450,690,0.6,2.3,46
279680,230,0.6,2.3,46
280370,690,0.6,2.3,46
280600,230,0.6,2.3,46
281290,690,0.6,2.3,46
281520,230,0.6,2.3,46
282210,690,0.6,2.3,46
282440,230,0.6,2.3,46
283130,690,0.6,2.3,46
283360,230,0.6,2.3,46
284050,690,0.6,2.3,46
284280,230,0.6,2.3,46
284970,690,0.6,2.3,46
285200,230,0.6,2.3,46
285890,690,0.6,2.3,46
286120,230,0.6,2.3,46
286810,690,0.6,2.3,46
287040,230,0.6,2.3,46
287730,690,0.6,2.3,46
287960,230,0.6,2.3,46
288650,690,0.6,2.3,46
288880,230,0.6,2.3,46
289570,690,0.6,2.3,46
289800,230,0.6,2.3,46
290490,690,0.6,2.3,46
290720,230,0.6,2.3,46
291410,690,0.6,2.3,46
291640,230,0.6,2.3,46
292330,690,0.6,2.3,46
292560,230,0.6,2.3,46
293250,690,0.6,2.3,46
293480,230,0.6,2.3,46
294170,690,0.6,2.3,46
294400,230,0.6,2.3,46
295090,690,0.6,2.3,46
295320,230,0.6,2.3,46
296010,690,0.6,2.3,46
296240,230,0.6,2.3,46
296930,690,0.6,2.3,46
297160,230,0.6,2.3,46
297850,690,0.6,2.3,46
298080,230,0.6,2.3,46
298770,690,0.6,2.3,46
299000,230,0.6,2.3,46
299690,690,0.6,2.3,46
299920,230,0.6,2.3,46
300610,690,0.6,2.3,46
300840,230,0.6,2.3,46
301530,690,0.6,2.3,46
301760,230,0.6,2.3,46
302450,690,0.6,2.3,46
302680,230,0.6,2.3,46
303370,690,0.6,2.3,46
303600,230,0.6,2.3,46
304290,690,0.6,2.3,46
304520,230,0.6,2.3,46
305210,690,0.6,2.3,46
305440,230,0.6,2.3,46
306130,690,0.6,2.3,46
306360,230,0.6,2.3,46
307050,690,0.6,2.3,46
307280,230,0.6,2.3,46
307970,690,0.6,2.3,46
308200,230,0.6,2.3,46
308890,690,0.6,2.3,46
309120,230,0.6,2.3,46
309810,690,0.6,2.3,46
310040,230,0.6,2.3,46
310730,690,0.6,2.3,46
310960,230,0.6,2.3,46
311650,690,0.6,2.3,46
311880,230,0.6,2.3,46
312570,690,0.6,2.3,46
312800,230,0.6,2.3,46
313490,690,0.6,2.3,46
313720,230,0.6,2.3,46
314410,690,0.6,2.3,46
314640,230,0.6,2.3,46
315330,690,0.6,2.3,46
315560,230,0.6,2.3,46
316250,690,0.6,2.3,46
316480,230,0.6,2.3,46
317170,690,0.6,2.3,46
317400,230,0.6,2.3,46
318090,690,0.6,2.3,46
318320,230,0.6,2.3,46
319010,690,0.6,2.3,46
319240,230,0.6,2.3,46
319930,690,0.6,2.3,46
320160,230,0.6,2.3,46
320850,690,0.6,2.3,46
321080,230,0.6,2.3,46
321770,690,0.6,2.3,46
322000,230,0.6,2.3,46
322690,690,0.6,2.3,46
322920,230,0.6,2.3,46
323610,690,0.6,2.3,46
323840,230,0.6,2.3,46
324530,690,0.6,2.3,46
324760,230,0.6,2.3,46
325450,690,0.6,2.3,46
325680,230,0.6,2.3,46
326370,690,0.6,2.3,46
326600,230,0.6,2.3,46
327290,690,0.6,2.3,46
327520,230,0.6,2.3,46
328210,690,0.6,2.3,46
328440,230,0.6,2.3,46
329130,690,0.6,2.3,46
329360,230,0.6,2.3,46
330050,690,0.6,2.3,46
330280,230,0.6,2.3,46
330970,690,0.6,2.3,46
331200,230,0.6,2.3,46
331890,690,0.6,2.3,46
332120,230,0.6,2.3,46
332810,690,0.6,2.3,46
333040,230,0.6,2.3,46
333730,690,0.6,2.3,46
333960,230,0.6,2.3,46
334650,690,0.6,2.3,46
334880,230,0.6,2.3,46
335570,690,0.6,2.3,46
335800,230,0.6,2.3,46
336490,690,0.6,2.3,46
336720,230,0.6,2.3,46
337410,690,0.6,2.3,46
337640,230,0.6,2.3,46
338330,690,0.6,2.3,46
338560,230,0.6,2.3,46
339250,690,0.6,2.3,46
339480,230,0.6,2.3,46
340170,690,0.6,2.3,46
340400,230,0.6,2.3,46
341090,690,0.6,2.3,46
341320,230,0.6,2.3,46
342010,690,0.6,2.3,46
342240,230,0.6,2.3,46
342930,690,0.6,2.3,46
343160,230,0.6,2.3,46
343850,690,0.6,2.3,46
344080,230,0.6,2.3,46
344770,690,0.6,2.3,46
345000,230,0.6,2.3,46
345690,690,0.6,2.3,46
345920,230,0.6,2.3,46
346610,690,0.6,2.3,46
346840,230,0.6,2.3,46
347530,690,0.6,2.3,46
347760,230,0.6,2.3,46
348450,690,0.6,2.3,46
348680,230,0.6,2.3,46
349370,690,0.6,2.3,46
349600,230,0.6,2.3,46
350290,690,0.6,2.3,46
350520,230,0.6,2.3,46
351210,690,0.6,2.3,46
351440,230,0.6,2.3,46
352130,690,0.6,2.3,46
352360,230,0.6,2.3,46
353050,690,0.6,2.3,46
353280,230,0.6,2.3,46
353970,690,0.6,2.3,46
354200,230,0.6,2.3,46
354890,690,0.6,2.3,46
355120,230,0.6,2.3,46
355810,690,0.6,2.3,46
356040,230,0.6,2.3,46
356730,690,0.6,2.3,46
356960,230,0.6,2.3,46
357650,690,0.6,2.3,46
357880,230,0.6,2.3,46
358570,690,0.6,2.3,46
358800,230,0.6,2.3,46
359490,690,0.6,2.3,46
359720,230,0.6,2.3,46
360410,690,0.6,2.3,46
360640,230,0.6,2.3,46
361330,690,0.6,2.3,46
361560,230,0.6,2.3,46
362250,690,0.6,2.3,46
362480,230,0.6,2.3,46
363170,690,0.6,2.3,46
363400,230,0.6,2.3,46
364090,690,0.6,2.3,46
364320,230,0.6,2.3,46
365010,690,0.6,2.3,46
365240,230,0.6,2.3,46
365930,690,0.6,2.3,46
366160,230,0.6,2.3,46
366850,690,0.6,2.3,46
367080,230,0.6,2.3,46
367770,690,0.6,2.3,46
368000,230,0.6,2.3,46
368690,690,0.6,2.3,46
368920,230,0.6,2.3,46
369610,690,0.6,2.3,46
369840,230,0.6,2.3,46
370530,690,0.6,2.3,46
370760,230,0.6,2.3,46
371450,690,0.6,2.3,46
371680,230,0.6,2.3,46
372370,690,0.6,2.3,46
372600,230,0.6,2.3,46
373290,690,0.6,2.3,46
373520,230,0.6,2.3,46
374210,690,0.6,2.3,46
374440,230,0.6,2.3,46
375130,690,0.6,2.3,46
375360,230,0.6,2.3,46
376050,690,0.6,2.3,46
376280,230,0.6,2.3,46
376970,690,0.6,2.3,46
377200,230,0.6,2.3,46
377890,690,0.6,2.3,46
378120,230,0.6,2.3,46
378810,690,0.6,2.3,46
379040,230,0.6,2.3,46
379730,690,0.6,2.3,46
379960,230,0.6,2.3,46
380650,690,0.6,2.3,46
380880,230,0.6,2.3,46
381570,690,0.6,2.3,46
381800,230,0.6,2.3,46
382490,690,0.6,2.3,46
382720,230,0.6,2.3,46
383410,690,0.6,2.3,46
383640,230,0.6,2.3,46
384330,690,0.6,2.3,46
384560,230,0.6,2.3,46
385250,690,0.6,2.3,46
385480,230,0.6,2.3,46
386170,690,0.6,2.3,46
386400,230,0.6,2.3,46
387090,690,0.6,2.3,46
387320,230,0.6,2.3,46
388010,690,0.6,2.3,46
388240,230,0.6,2.3,46
388930,690,0.6,2.3,46
389160,230,0.6,2.3,46
389850,690,0.6,2.3,46
390080,230,0.6,2.3,46
390770,690,0.6,2.3,46
391000,230,0.6,2.3,46
391690,690,0.6,2.3,46
391920,230,0.6,2.3,46
392610,690,0.6,2.3,46
392840,230,0.6,2.3,46
393530,690,0.6,2.3,46
393760,230,0.6,2.3,46
394450,690,0.6,2.3,46
394680,230,0.6,2.3,46
395370,690,0.6,2.3,46
395600,230,0.6,2.3,46
396290,690,0.6,2.3,46
396520,230,0.6,2.3,46
397210,690,0.6,2.3,46
397440,230,0.6,2.3,46
398130,690,0.6,2.3,46
398360,230,0.6,2.3,46
399050,690,0.6,2.3,46
399280,230,0.6,2.3,46
399970,690,0.6,2.3,46
400200,230,0.6,2.3,46
400890,690,0.6,2.3,46
401120,230,0.6,2.3,46
401810,690,0.6,2.3,46
402040,230,0.6,2.3,46
402730,690,0.6,2.3,46
402960,230,0.6,2.3,46
403650,690,0.6,2.3,46
403880,230,0.6,2.3,46
404570,690,0.6,2.3,46
404800,230,0.6,2.3,46
405490,690,0.6,2.3,46
405720,230,0.6,2.3,46
406410,690,0.6,2.3,46
406640,230,0.6,2.3,46
407330,690,0.6,2.3,46
407560,230,0.6,2.3,46
408250,690,0.6,2.3,46
408480,230,0.6,2.3,46
409170,690,0.6,2.3,46
409400,230,0.6,2.3,46
410090,690,0.6,2.3,46
410320,230,0.6,2.3,46
411010,690,0.6,2.3,46
411240,230,0.6,2.3,46
411930,690,0.6,2.3,46
412160,230,0.6,2.3,46
412850,690,0.6,2.3,46
413080,230,0.6,2.3,46
413770,690,0.6,2.3,46
414000,230,0.6,2.3,46
414690,690,0.6,2.3,46
414920,230,0.6,2.3,46
415610,690,0.6,2.3,46
415840,230,0.6,2.3,46
416530,690,0.6,2.3,46
416760,230,0.6,2.3,46
417450,690,0.6,2.3,46
417680,230,0.6,2.3,46
418370,690,0.6,2.3,46
418600,230,0.6,2.3,46
419290,690,0.6,2.3,46
419520,230,0.6,2.3,46
420210,690,0.6,2.3,46
420440,230,0.6,2.3,46
421130,690,0.6,2.3,46
421360,230,0.6,2.3,46
422050,690,0.6,2.3,46
422280,230,0.6,2.3,46
422970,690,0.6,2.3,46
423200,230,0.6,2.3,46
423890,690,0.6,2.3,46
424120,230,0.6,2.3,46
424810,690,0.6,2.3,46
425040,230,0.6,2.3,46
425730,690,0.6,2.3,46
425960,230,0.6,2.3,46
426650,690,0.6,2.3,46
426880,230,0.6,2.3,46
427570,690,0.6,2.3,46
427800,230,0.6,2.3,46
428490,690,0.6,2.3,46
428720,230,0.6,2.3,46
429410,690,0.6,2.3,46
429640,230,0.6,2.3,46
430330,690,0.6,2.3,46
430560,230,0.6,2.3,46
431250,690,0.6,2.3,46
431480,230,0.6,2.3,46
432170,690,0.6,2.3,46
432400,230,0.6,2.3,46
433090,690,0.6,2.3,46
433320,230,0.6,2.3,46
434010,690,0.6,2.3,46
434240,230,0.6,2.3,46
434930,690,0.6,2.3,46
435160,230,0.6,2.3,46
435850,690,0.6,2.3,46
436080,230,0.6,2.3,46
436770,690,0.6,2.3,46
437000,230,0.6,2.3,46
437690,690,0.6,2.3,46
437920,230,0.6,2.3,46
438610,690,0.6,2.3,46
438840,230,0.6,2.3,46
439530,690,0.6,2.3,46
439760,230,0.6,2.3,46
440450,690,0.6,2.3,46
440680,230,0.6,2.3,46
441370,690,0.6,2.3,46
441600,230,0.6,2.3,46
442290,690,0.6,2.3,46
442520,230,0.6,2.3,46
443210,690,0.6,2.3,46
443440,230,0.6,2.3,46
444130,690,0.6,2.3,46
444360,230,0.6,2.3,46
445050,690,0.6,2.3,46
445280,230,0.6,2.3,46
445970,690,0.6,2.3,46
446200,230,0.6,2.3,46
446890,690,0.6,2.3,46
447120,230,0.6,2.3,46
447810,690,0.6,2.3,46
448040,230,0.6,2.3,46
448730,690,0.6,2.3,46
448960,230,0.6,2.3,46
449650,690,0.6,2.3,46
449880,230,0.6,2.3,46
450570,690,0.6,2.3,46
450800,230,0.6,2.3,46
451490,690,0.6,2.3,46
451720,230,0.6,2.3,46
452410,690,0.6,2.3,46
452640,230,0.6,2.3,46
453330,690,0.6,2.3,46
453560,230,0.6,2.3,46
454250,690,0.6,2.3,46
454480,230,0.6,2.3,46
455170,690,0.6,2.3,46
455400,230,0.6,2.3,46
456090,690,0.6,2.3,46
456320,230,0.6,2.3,46
457010,690,0.6,2.3,46
457240,230,0.6,2.3,46
457930,690,0.6,2.3,46
458160,230,0.6,2.3,46
458850,690,0.6,2.3,46
459080,230,0.6,2.3,46
459770,690,0.6,2.3,46
460000,230,0.6,2.3,46
460690,690,0.6,2.3,46
460920,230,0.6,2.3,46
461610,690,0.6,2.3,46
461840,230,0.6,2.3,46
462530,690,0.6,2.3,46
462760,230,0.6,2.3,46
463450,690,0.6,2.3,46
463680,230,0.6,2.3,46
464370,690,0.6,2.3,46
464600,230,0.6,2.3,46
465290,690,0.6,2.3,46
465520,230,0.6,2.3,46
466210,690,0.6,2.3,46
466440,230,0.6,2.3,46
467130,690,0.6,2.3,46
467360,230,0.6,2.3,46
468050,690,0.6,2.3,46
468280,230,0.6,2.3,46
468970,690,0.6,2.3,46
469200,230,0.6,2.3,46
469890,690,0.6,2.3,46
470120,230,0.6,2.3,46
470810,690,0.6,2.3,46
471040,230,0.6,2.3,46
BUFFER 11,1011,1024,0,1
230,0,0.6,2.3,46
920,690,0.6,2.3,46
1150,230,0.6,2.3,46
1840,690,0.6,2.3,46
2070,230,0.6,2.3,46
2760,690,0.6,2.3,46
2990,230,0.6,2.3,46
3680,690,0.6,2.3,46
3910,230,0.6,2.3,46
4600,690,0.6,2.3,46
4830,230,0.6,2.3,46
5520,690,0.6,2.3,46
5750,230,0.6,2.3,46
6440,690,0.6,2.3,46
6670,230,0.6,2.3,46
7360,690,0.6,2.3,46
7590,230,0.6,2.3,46
8280,690,0.6,2.3,46
8510,230,0.6,2.3,46
9200,690,0.6,2.3,46
9430,230,0.6,2.3,46
10120,690,0.6,2.3,46
10350,230,0.6,2.3,46
11040,690,0.6,2.3,46
11270,230,0.6,2.3,46
11960,690,0.6,2.3,46
12190,230,0.6,2.3,46
12880,690,0.6,2.3,46
13110,230,0.6,2.3,46
13800,690,0.6,2.3,46
14030,230,0.6,2.3,46
14720,690,0.6,2.3,46
14950,230,0.6,2.3,46
15640,690,0.6,2.3,46
15870,230,0.6,2.3,46
16560,690,0.6,2.3,46
16790,230,0.6,2.3,46
17480,690,0.6,2.3,46
17710,230,0.6,2.3,46
18400,690,0.6,2.3,46
18630,230,0.6,2.3,46
19320,690,0.6,2.3,46
19550,230,0.6,2.3,46
20240,690,0.6,2.3,46
20470,230,0.6,2.3,46
21160,690,0.6,2.3,46
21390,230,0.6,2.3,46
22080,690,0.6,2.3,46
22310,230,0.6,2.3,46
23000,690,0.6,2.3,46
23230,230,0.6,2.3,46
23920,690,0.6,2.3,46
24150,230,0.6,2.3,46
24840,690,0.6,2.3,46
25070,230,0.6,2.3,46
25760,690,0.6,2.3,46
25990,230,0.6,2.3,46
26680,690,0.6,2.3,46
26910,230,0.6,2.3,46
27600,690,0.6,2.3,46
27830,230,0.6,2.3,46
28520,690,0.6,2.3,46
28750,230,0.6,2.3,46
29440,690,0.6,2.3,46
29670,230,0.6,2.3,46
30360,690,0.6,2.3,46
30590,230,0.6,2.3,46
31280,690,0.6,2.3,46
31510,230,0.6,2.3,46
32200,690,0.6,2.3,46
32430,230,0.6,2.3,46
33120,690,0.6,2.3,46
33350,230,0.6,2.3,46
34040,690,0.6,2.3,46
34270,230,0.6,2.3,46
34960,690,0.6,2.3,46
35190,230,0.6,2.3,46
35880,690,0.6,2.3,46
36110,230,0.6,2.3,46
36800,690,0.6,2.3,46
37030,230,0.6,2.3,46
37720,690,0.6,2.3,46
37950,230,0.6,2.3,46
38640,690,0.6,2.3,46
38870,230,0.6,2.3,46
39560,690,0.6,2.3,46
39790,230,0.6,2.3,46
40480,690,0.6,2.3,46
40710,230,0.6,2.3,46
41400,690,0.6,2.3,46
41630,230,0.6,2.3,46
42320,690,0.6,2.3,46
42550,230,0.6,2.3,46
43240,690,0.6,2.3,46
43470,230,0.6,2.3,46
44160,690,0.6,2.3,46
44390,230,0.6,2.3,46
45080,690,0.6,2.3,46
45310,230,0.6,2.3,46
46000,690,0.6,2.3,46
46230,230,0.6,2.3,46
46920,690,0.6,2.3,46
47150,230,0.6,2.3,46
47840,690,0.6,2.3,46
48070,230,0.6,2.3,46
48760,690,0.6,2.3,46
48990,230,0.6,2.3,46
49680,690,0.6,2.3,46
49910,230,0.6,2.3,46
50600,690,0.6,2.3,46
50830,230,0.6,2.3,46
51520,690,0.6,2.3,46
51750,230,0.6,2.3,46
52440,690,0.6,2.3,46
52670,230,0.6,2.3,46
53360,690,0.6,2.3,46
53590,230,0.6,2.3,46
54280,690,0.6,2.3,46
54510,230,0.6,2.3,46
55200,690,0.6,2.3,46
55430,230,0.6,2.3,46
56120,690,0.6,2.3,46
56350,230,0.6,2.3,46
57040,690,0.6,2.3,46
57270,230,0.6,2.3,46
57960,690,0.6,2.3,46
58190,230,0.6,2.3,46
58880,690,0.6,2.3,46
59110,230,0.6,2.3,46
59800,690,0.6,2.3,46
60030,230,0.6,2.3,46
60720,690,0.6,2.3,46
60950,230,0.6,2.3,46
61640,690,0.6,2.3,46
61870,230,0.6,2.3,46
62560,690,0.6,2.3,46
62790,230,0.6,2.3,46
63480,690,0.6,2.3,46
63710,230,0.6,2.3,46
64400,690,0.6,2.3,46
64630,230,0.6,2.3,46
65320,690,0.6,2.3,46
65550,230,0.6,2.3,46
66240,690,0.6,2.3,46
66470,230,0.6,2.3,46
67160,690,0.6,2.3,46
67390,230,0.6,2.3,46
68080,690,0.6,2.3,46
68310,230,0.6,2.3,46
69000,690,0.6,2.3,46
69230,230,0.6,2.3,46
69920,690,0.6,2.3,46
70150,230,0.6,2.3,46
70840,690,0.6,2.3,46
71070,230,0.6,2.3,46
71760,690,0.6,2.3,46
71990,230,0.6,2.3,46
72680,690,0.6,2.3,46
72910,230,0.6,2.3,46
73600,690,0.6,2.3,46
73830,230,0.6,2.3,46
74520,690,0.6,2.3,46
74750,230,0.6,2.3,46
75440,690,0.6,2.3,46
75670,230,0.6,2.3,46
76360,690,0.6,2.3,46
76590,230,0.6,2.3,46
